Reschenpass,46.83385937627392, 10.502059742974161,1
Landeck,47.14268510552411, 10.562260345977057,2
Arlbergpass,47.13030725367879, 10.21044465262893,1
Feldkirch,47.240311662207816, 9.598790439584237,2
Bregenz,47.50916699792468, 9.752220193603735,2
Fernpass,47.36625737681908, 10.83504982242365,1
Imst,47.23570625815351, 10.740980473585415,2
Zeinisjoch,46.97673517010621, 10.141701814051528,1
Bludenz,47.16170629132018, 9.806062100489244,2
Meran,46.67504573355491, 11.149759225923487,2
Trient,46.06778755968537, 11.134519599836251,2
Bozen,46.49465367613405, 11.3346379144095,2
